Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:20:55:39.005,61,0.2825331390,0.2187572569,0.0000000000,0.0121882744,0.0000000000,0.1007973626,0.0000000000,0.2828591466,0.2177052200,0.0356669948,0.0000000000,0.0000000000,0.1008827984,0.0000000000,0.0211531278,0.0000000000,0.0000000000,0.0010190206,0.0134149622,0.0318708196,0.0000000000,0.0000000000,0.0000000000,0.1345204562,0.1290027797,0.0000000000,0.0000000000,0.0305104591,0.0298599210,0.0438823812,0.0403433405,0.0499172471,0.0059519648,0.1056401134,0.0563895740,0.0642843023,0.0677539483,0.0624486655,0.0558238328,0.0239013135,0.0184465051,0.2434802651,0.2435975820,0.0115634436,0.0000000000,0.0000000000,0.0000000000,0.0837403163,0.0805862397,0.0926051959,0.0841140300,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0186728686,0.1168503091,-0.0100024715,-0.0205636509,0.1169779152,-0.0024399185
20:20:55:40.007,61,0.2240150571,0.1611419618,0.0587378480,0.0000000000,0.0000000000,0.1048928797,0.0000000000,0.2251755297,0.1613636315,0.0000000000,0.0000000000,0.0000000000,0.1051813662,0.0000000000,0.0211114790,0.0000000000,0.0000000000,0.0017430651,0.0149022648,0.0327428356,0.0000000000,0.0000000000,0.0000000000,0.1352438778,0.1259886473,0.0000000000,0.0000000000,0.0309847090,0.0304661375,0.0451450050,0.0417737104,0.0506983735,0.0057543963,0.1042602658,0.0565580390,0.0629280880,0.0663629025,0.0641763285,0.0573488176,0.0246919282,0.0192116629,0.2980360091,0.2982408404,0.0076464829,0.0000000000,0.0000000000,0.0000000000,0.0854901969,0.0821279436,0.0857482031,0.0801564679,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0368770994,0.0862277821,0.0013596260,0.0345020816,0.0863501132,0.0068144542
20:20:55:41.008,61,0.1310255975,0.0831308737,0.0123365140,0.0000000000,0.0000000000,0.1066283956,0.0000000000,0.1322921664,0.0828911364,0.0000000000,0.0000000000,0.0000000000,0.1070084646,0.0000000000,0.0212643296,0.0000000000,0.0000000000,0.0019247634,0.0151302796,0.0323192142,0.0000000000,0.0000000000,0.0000000000,0.1420545578,0.1274479777,0.0000000000,0.0000000000,0.0314653702,0.0310250483,0.0454833172,0.0422986522,0.0508598834,0.0058853156,0.0977732539,0.0559522286,0.0618123859,0.0654119328,0.0646602660,0.0577518493,0.0246210508,0.0192310363,0.3085920513,0.3088083863,0.0019212981,0.0000000000,0.0000000000,0.0000000000,0.0858567208,0.0827652812,0.0746047497,0.0744764358,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084716827,0.0443523303,-0.0013683490,0.0072603682,0.0444726422,0.0014751159
20:20:55:43.003,61,0.0967851579,0.0584568381,0.0161564890,0.0000000000,0.0000000000,0.1030357629,0.0000000000,0.0972920433,0.0582747497,0.0000000000,0.0000000000,0.0000000000,0.1034375951,0.0000000000,0.0209695660,0.0000000000,0.0000000000,0.0016731940,0.0148314415,0.0304738935,0.0000000000,0.0002758958,0.0000000000,0.1661891639,0.1344063133,0.0000000000,0.0000000000,0.0319607444,0.0315317288,0.0452300385,0.0423962325,0.0505918711,0.0057377946,0.0956001505,0.0555454604,0.0604601093,0.0636320859,0.0647682846,0.0577737205,0.0245680697,0.0192398261,0.3141148090,0.3143304288,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0856960788,0.0826787800,0.0705737621,0.0714069456,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0105329193,0.0311616883,-0.0005460447,0.0095609324,0.0312808752,0.0014489222
20:20:55:43.013,61,0.0663786530,0.0271279458,0.0658116639,0.0000000000,0.0000000000,0.1023551747,0.0000000000,0.0667741001,0.0273116566,0.0000000000,0.0000000000,0.0000000000,0.1027673930,0.0000000000,0.0207121465,0.0000000000,0.0000000000,0.0013452533,0.0143715963,0.0291033667,0.0000000000,0.0010399263,0.0000000000,0.1723930240,0.1355982572,0.0000000000,0.0000000000,0.0325279348,0.0320563093,0.0453115106,0.0427583456,0.0502926409,0.0055869767,0.0947897360,0.0555709451,0.0595691353,0.0626132190,0.0646135062,0.0575172566,0.0244288575,0.0191373378,0.3112273514,0.3113484979,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0856821761,0.0825880840,0.0682515651,0.0689366087,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0402807370,0.0145082101,0.0028759555,0.0391494408,0.0146247819,0.0037557054
20:20:55:47.014,61,0.0569443852,0.0111603662,0.1613036394,0.0000000000,0.0000000000,0.1029632837,0.0000000000,0.0573388077,0.0119046979,0.0000000000,0.0731137693,0.0000000000,0.1034104228,0.0000000000,0.0193311498,0.0000000000,0.0000000000,0.0000000000,0.0113020176,0.0261583086,0.0000000000,0.0033495063,0.0000000000,0.1600356102,0.1290370822,0.0000000000,0.0000000000,0.0341932811,0.0336188339,0.0459672958,0.0443099998,0.0487979986,0.0043134415,0.1047301441,0.0609617718,0.0578801185,0.0608729422,0.0613333508,0.0542513058,0.0241939705,0.0190088134,0.3184293211,0.3185552359,0.0000000000,0.0000000000,0.0000000000,0.0009119224,0.0859117582,0.0828969479,0.0661594719,0.0668918863,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0979466736,0.0063409060,0.0077460073,0.0960579067,0.0064552873,0.0080186352
20:20:55:48.007,61,0.0694213137,0.0656234026,0.3429560959,0.0000000000,0.0000000000,0.1049821153,0.0000000000,0.0697097331,0.0680267364,0.0000000000,0.2554024458,0.0000000000,0.1054063365,0.0000000000,0.0191541892,0.0000000000,0.0000000000,0.0000000000,0.0108671114,0.0256838985,0.0000000000,0.0038545760,0.0000000000,0.1671476364,0.1317205429,0.0000000000,0.0000000000,0.0357563868,0.0354495198,0.0464951918,0.0456785038,0.0486449562,0.0039982139,0.1092261225,0.0628731698,0.0578929633,0.0608575381,0.0611813664,0.0540023707,0.0242439788,0.0190533325,0.3373733461,0.3373812139,0.0000000000,0.0000000000,0.0000000000,0.0011900415,0.0894276053,0.0844906196,0.0661313906,0.0668603778,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2084602714,0.0376485735,0.0217035972,0.2036090344,0.0377639830,0.0235962830
20:20:55:48.011,61,0.0694213137,0.0656234026,0.3429560959,0.0000000000,0.0000000000,0.1049821153,0.0000000000,0.0697097331,0.0680267364,0.0000000000,0.2554024458,0.0000000000,0.1054063365,0.0000000000,0.0191541892,0.0000000000,0.0000000000,0.0000000000,0.0108671114,0.0256838985,0.0000000000,0.0038545760,0.0000000000,0.1671476364,0.1317205429,0.0000000000,0.0000000000,0.0357563868,0.0354495198,0.0464951918,0.0456785038,0.0486449562,0.0039982139,0.1092261225,0.0628731698,0.0578929633,0.0608575381,0.0611813664,0.0540023707,0.0242439788,0.0190533325,0.3373733461,0.3373812139,0.0000000000,0.0000000000,0.0000000000,0.0011900415,0.0894276053,0.0844906196,0.0661313906,0.0668603778,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2084602714,0.0376485735,0.0217035972,0.2036090344,0.0377639830,0.0235962830
20:20:55:51.005,61,0.0185543764,0.0289863907,0.3845853508,0.0000000000,0.0000000000,0.1120042205,0.0000000000,0.0187813621,0.0312264245,0.0000000000,0.2979334593,0.0000000000,0.1124807373,0.0000000000,0.0185855050,0.0000000000,0.0000000000,0.0000000000,0.0099167936,0.0248955134,0.0000000000,0.0061667282,0.0000000000,0.1694735885,0.1318009496,0.0000000000,0.0000000000,0.0365198813,0.0363257341,0.0464438200,0.0462890677,0.0478622764,0.0032688596,0.1141070873,0.0665451884,0.0574364625,0.0603789762,0.0604011975,0.0529426076,0.0244775936,0.0192077104,0.3469645977,0.3469571471,0.0000000000,0.0000000000,0.0000000000,0.0018637057,0.0939603001,0.0891530067,0.0661253259,0.0669050291,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2346431017,0.0181413665,0.0210979693,0.2288151234,0.0182532892,0.0216766875
20:20:55:52.003,61,0.0064008641,0.0183654018,0.3074214458,0.0000000000,0.0000000000,0.1202748641,0.0000000000,0.0065877768,0.0200313888,0.0000000000,0.2195737809,0.0000000000,0.1208916232,0.0000000000,0.0183752980,0.0000000000,0.0000000000,0.0000000000,0.0077209417,0.0226032250,0.0000000000,0.0066440287,0.0000000000,0.1589067876,0.1219495237,0.0000000000,0.0000000000,0.0377110727,0.0376715399,0.0455280170,0.0459124595,0.0475842133,0.0030229690,0.1201860532,0.0744303837,0.0573791787,0.0603076890,0.0550175421,0.0482508950,0.0242582578,0.0190412253,0.3450701535,0.3450560570,0.0000000000,0.0000000000,0.0000000000,0.0024021300,0.0943832994,0.0896246508,0.0646475926,0.0663040653,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1870588511,0.0113876835,0.0157515854,0.1830078065,0.0115006045,0.0161190275
20:20:55:52.011,61,0.0000477749,0.0101391636,0.3728726208,0.0000000000,0.0000000000,0.1206690744,0.0000000000,0.0002063372,0.0120735774,0.0000000000,0.2863930166,0.0000000000,0.1212573871,0.0000000000,0.0180898048,0.0000000000,0.0000000000,0.0000000000,0.0053234855,0.0210470166,0.0000000000,0.0069129276,0.0000000000,0.1584806442,0.1202392131,0.0000000000,0.0000000000,0.0441397429,0.0437867977,0.0451345555,0.0457802266,0.0472836569,0.0027102137,0.1365002990,0.0857254639,0.0584170558,0.0614251643,0.0504466966,0.0440050550,0.0239566788,0.0187950395,0.3151426315,0.3151294589,0.0000000000,0.0000000000,0.0000000000,0.0033711928,0.0942912102,0.0894955322,0.0637651458,0.0656495839,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2277829498,0.0076210797,0.0186211430,0.2220566422,0.0077313855,0.0185836796
20:20:55:55.008,61,0.0000000000,0.0195392277,0.3556945920,0.0000000000,0.0000000000,0.1259222776,0.0000000000,0.0000000000,0.0214951783,0.0000000000,0.2686632574,0.0000000000,0.1267335564,0.0000000000,0.0175532568,0.0000000000,0.0000000000,0.0000000000,0.0022721165,0.0187210590,0.0000000000,0.0081612449,0.0000000000,0.1559015661,0.1110378355,0.0000000000,0.0000000000,0.0478880629,0.0474909358,0.0443258435,0.0454354845,0.0466758609,0.0020575547,0.1419697851,0.0916020125,0.0590768494,0.0621522181,0.0465783998,0.0401374549,0.0231029838,0.0180208478,0.3364916742,0.3364944458,0.0000000000,0.0000000000,0.0000000000,0.0056840437,0.0938870460,0.0892110914,0.0615235493,0.0638150722,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2169195116,0.0125740841,0.0185349900,0.2117305845,0.0126858428,0.0188520942
20:20:55:57.015,61,0.0000000000,0.0267120562,0.3704364896,0.0000000000,0.0000000000,0.1360889822,0.0000000000,0.0000000000,0.0288306009,0.0000000000,0.2841894031,0.0000000000,0.1369921118,0.0000000000,0.0173719451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0165258218,0.0000000000,0.0088708829,0.0000000000,0.1871969104,0.1203356534,0.0000000000,0.0000000000,0.0543368571,0.0535235330,0.0424918495,0.0452006720,0.0463561155,0.0016295363,0.1527201384,0.1008776277,0.0603796132,0.0633975863,0.0445387997,0.0377501957,0.0226246193,0.0175339859,0.3638710082,0.3638687432,0.0000000000,0.0000000000,0.0000000000,0.0070049698,0.0946284384,0.0898159966,0.0608491562,0.0633676946,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2263051569,0.0166994259,0.0200724974,0.2204241157,0.0168104097,0.0205682348
20:20:55:58.006,61,0.0000000000,0.0267120562,0.3704364896,0.0000000000,0.0000000000,0.1360889822,0.0000000000,0.0000000000,0.0288306009,0.0000000000,0.2841894031,0.0000000000,0.1369921118,0.0000000000,0.0173719451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0165258218,0.0000000000,0.0088708829,0.0000000000,0.1871969104,0.1203356534,0.0000000000,0.0000000000,0.0543368571,0.0535235330,0.0424918495,0.0452006720,0.0463561155,0.0016295363,0.1527201384,0.1008776277,0.0603796132,0.0633975863,0.0445387997,0.0377501957,0.0226246193,0.0175339859,0.3638710082,0.3638687432,0.0000000000,0.0000000000,0.0000000000,0.0070049698,0.0946284384,0.0898159966,0.0608491562,0.0633676946,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2263051569,0.0166994259,0.0200724974,0.2204241157,0.0168104097,0.0205682348
20:20:55:58.014,61,0.0000000000,0.0179523900,0.3672584295,0.0000000000,0.0000000000,0.1377118677,0.0000000000,0.0000000000,0.0199460983,0.0000000000,0.2810387909,0.0000000000,0.1386389285,0.0000000000,0.0172909722,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157060567,0.0000000000,0.0092339879,0.0000000000,0.1905804724,0.1216611043,0.0000000000,0.0000000000,0.0555076301,0.0546585061,0.0421496108,0.0453547202,0.0460873134,0.0014482581,0.1522921771,0.1021870971,0.0605217181,0.0635441616,0.0440511778,0.0370967016,0.0223608706,0.0172694046,0.3666721880,0.3666697145,0.0000000000,0.0000000000,0.0000000000,0.0073977206,0.0950300545,0.0902099311,0.0603303164,0.0629392862,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2244620770,0.0118463635,0.0190710500,0.2186308205,0.0119567364,0.0192815252
20:20:56:00.004,61,0.0000000000,0.0176237226,0.3408462405,0.0000000000,0.0000000000,0.1383185685,0.0000000000,0.0000000000,0.0194666870,0.0000000000,0.2541213036,0.0000000000,0.1392843872,0.0000000000,0.0171352644,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0150108328,0.0000000000,0.0097517287,0.0000000000,0.1898355186,0.1220248118,0.0000000000,0.0000000000,0.0559994429,0.0551413484,0.0414548852,0.0449086912,0.0457506552,0.0013182528,0.1465312243,0.0996096507,0.0604721382,0.0635561347,0.0437827371,0.0366517119,0.0221081246,0.0170240346,0.3681157529,0.3681134582,0.0000000000,0.0000000000,0.0000000000,0.0077345031,0.0949006751,0.0903153718,0.0599149019,0.0627184436,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2080858797,0.0113499537,0.0175699629,0.2029120177,0.0114610419,0.0178214759
20:20:56:00.012,61,0.0000000000,0.0389077961,0.2737122178,0.0000000000,0.0000000000,0.1383173168,0.0000000000,0.0000000000,0.0405496657,0.0000000000,0.1859866381,0.0000000000,0.1393155009,0.0000000000,0.0169031024,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0144084385,0.0000000000,0.0100949490,0.0000000000,0.1900218129,0.1224381551,0.0000000000,0.0000000000,0.0564479902,0.0556277521,0.0408159792,0.0445676558,0.0454081222,0.0011619752,0.1450471133,0.0990595445,0.0605778508,0.0636679381,0.0433096811,0.0361186974,0.0219137296,0.0168284997,0.3584105074,0.3584096432,0.0000000000,0.0000000000,0.0000000000,0.0081521347,0.0953228548,0.0908232480,0.0598470904,0.0628402680,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1665045917,0.0222110003,0.0151949450,0.1627619416,0.0223250836,0.0162830949
20:20:56:01.008,61,0.0000000000,0.0178353097,0.3031781614,0.0000000000,0.0000000000,0.1477536261,0.0000000000,0.0000000000,0.0194665007,0.0000000000,0.2157528996,0.0000000000,0.1489401311,0.0000000000,0.0167184193,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0139762256,0.0000000000,0.0103148576,0.0000000000,0.1653758287,0.1091542840,0.0000000000,0.0000000000,0.0565341488,0.0557462163,0.0406223238,0.0445597284,0.0451002158,0.0009488070,0.1446276605,0.0990168750,0.0607818253,0.0638883114,0.0427819118,0.0355861187,0.0216862299,0.0166204497,0.3847596347,0.3847609162,0.0000000000,0.0000000000,0.0000000000,0.0088402312,0.0958459154,0.0914373845,0.0594840236,0.0625960901,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1847371757,0.0110557526,0.0155060440,0.1804866195,0.0111679509,0.0158372764
20:20:56:04.003,61,0.0000000000,0.0149489380,0.2729136944,0.0000000000,0.0000000000,0.1521250159,0.0000000000,0.0000000000,0.0163773596,0.0000000000,0.1851533502,0.0000000000,0.1534113735,0.0000000000,0.0165270623,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0133751705,0.0000000000,0.0110137928,0.0000000000,0.1515803635,0.0951517373,0.0000000000,0.0000000000,0.0563430116,0.0556434393,0.0406277180,0.0446660668,0.0447776467,0.0007703291,0.1420806497,0.0969035029,0.0609272085,0.0640643016,0.0422252975,0.0349888131,0.0211298130,0.0160988532,0.3943547606,0.3943569660,0.0000000000,0.0000000000,0.0000000000,0.0099361381,0.0957032144,0.0915026143,0.0586751364,0.0618137121,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1661317497,0.0091937184,0.0136822648,0.1624935120,0.0093063638,0.0139619298
20:20:56:04.011,61,0.0000000000,0.0000000000,0.2626512647,0.0000000000,0.0000000000,0.1525973529,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1752748489,0.0000000000,0.1539126933,0.0000000000,0.0165127348,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0131878331,0.0000000000,0.0113930516,0.0000000000,0.1525882483,0.0963651389,0.0000000000,0.0000000000,0.0565866604,0.0559230410,0.0410930924,0.0451303050,0.0447313450,0.0007690024,0.1413145363,0.0956822783,0.0611014813,0.0643056631,0.0423045084,0.0350013524,0.0208257828,0.0158211924,0.3956310749,0.3956342936,0.0000000000,0.0000000000,0.0000000000,0.0103457738,0.0955542177,0.0914977491,0.0582604297,0.0614234619,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1602718979,-0.0098596811,0.0111411233,0.1566232741,-0.0097499490,0.0102268606
20:20:56:06.007,61,0.0000000000,0.0000000000,0.2865377069,0.0000000000,0.0000000000,0.1464716643,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1993763149,0.0000000000,0.1478124857,0.0000000000,0.0162611157,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0121854516,0.0000000000,0.0116168279,0.0000000000,0.1846927702,0.1255171746,0.0000000000,0.0000000000,0.0617216863,0.0618689023,0.0412251279,0.0455600508,0.0446115099,0.0006944505,0.1415525079,0.0953719318,0.0616406314,0.0648890510,0.0422582515,0.0348869562,0.0202859212,0.0153476475,0.3901793361,0.3901813328,0.0000000000,0.0000000000,0.0000000000,0.0109512508,0.0944998860,0.0907392576,0.0571969673,0.0605458915,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1748834848,-0.0005244911,0.0132401846,0.1707480848,-0.0004140958,0.0128675438
20:20:56:07.007,61,0.0000000000,0.0148485750,0.3183629811,0.0000000000,0.0000000000,0.1371139288,0.0000000000,0.0000000000,0.0165293068,0.0000000000,0.2318321615,0.0000000000,0.1382913142,0.0000000000,0.0161225740,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117248623,0.0000000000,0.0119997086,0.0000000000,0.2101869583,0.1399682760,0.0000000000,0.0000000000,0.0629110038,0.0631786734,0.0411459021,0.0456177518,0.0445617959,0.0006223228,0.1415320933,0.0951722562,0.0616902076,0.0649641156,0.0424240306,0.0349261723,0.0202107634,0.0152361337,0.3666274846,0.3666188717,0.0000000000,0.0000000000,0.0000000000,0.0109917382,0.0943784565,0.0905533284,0.0572528094,0.0606350601,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1945412904,0.0095862001,0.0161461513,0.1895539612,0.0096967071,0.0163165610
20:20:56:07.015,61,0.0000000000,0.0148485750,0.3183629811,0.0000000000,0.0000000000,0.1371139288,0.0000000000,0.0000000000,0.0165293068,0.0000000000,0.2318321615,0.0000000000,0.1382913142,0.0000000000,0.0161225740,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117248623,0.0000000000,0.0119997086,0.0000000000,0.2101869583,0.1399682760,0.0000000000,0.0000000000,0.0629110038,0.0631786734,0.0411459021,0.0456177518,0.0445617959,0.0006223228,0.1415320933,0.0951722562,0.0616902076,0.0649641156,0.0424240306,0.0349261723,0.0202107634,0.0152361337,0.3666274846,0.3666188717,0.0000000000,0.0000000000,0.0000000000,0.0109917382,0.0943784565,0.0905533284,0.0572528094,0.0606350601,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1945412904,0.0095862001,0.0161461513,0.1895539612,0.0096967071,0.0163165610
20:20:56:08.007,61,0.0000000000,0.0067443862,0.3143880665,0.0000000000,0.0000000000,0.1372390240,0.0000000000,0.0000000000,0.0083195893,0.0000000000,0.2278993726,0.0000000000,0.1384170353,0.0000000000,0.0160859264,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0114839980,0.0000000000,0.0119508216,0.0000000000,0.1869315952,0.1288513839,0.0000000000,0.0000000000,0.0635762364,0.0638840348,0.0414580032,0.0461379513,0.0446193703,0.0005625267,0.1417376399,0.0950881541,0.0620042905,0.0653025731,0.0426291712,0.0350655168,0.0201190654,0.0151415169,0.3975745142,0.3975829184,0.0000000000,0.0000000000,0.0000000000,0.0112816952,0.0947296917,0.0908218622,0.0574470721,0.0608472750,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1921984404,0.0051235408,0.0153254755,0.1872597039,0.0052334741,0.0152282706
20:20:56:08.013,61,0.0000000000,0.0067443862,0.3143880665,0.0000000000,0.0000000000,0.1372390240,0.0000000000,0.0000000000,0.0083195893,0.0000000000,0.2278993726,0.0000000000,0.1384170353,0.0000000000,0.0160859264,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0114839980,0.0000000000,0.0119508216,0.0000000000,0.1869315952,0.1288513839,0.0000000000,0.0000000000,0.0635762364,0.0638840348,0.0414580032,0.0461379513,0.0446193703,0.0005625267,0.1417376399,0.0950881541,0.0620042905,0.0653025731,0.0426291712,0.0350655168,0.0201190654,0.0151415169,0.3975745142,0.3975829184,0.0000000000,0.0000000000,0.0000000000,0.0112816952,0.0947296917,0.0908218622,0.0574470721,0.0608472750,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1921984404,0.0051235408,0.0153254755,0.1872597039,0.0052334741,0.0152282706
20:20:56:12.010,61,0.0001715794,0.0000000000,0.2768129706,0.0000000000,0.0000000000,0.1362437904,0.0000000000,0.0002099719,0.0003425572,0.0000000000,0.1898522526,0.0000000000,0.1375309527,0.0000000000,0.0164333750,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0103474772,0.0000000000,0.0130440481,0.0000000000,0.1846785694,0.1256595850,0.0000000000,0.0000000000,0.0640268624,0.0641779006,0.0433329716,0.0477724597,0.0450102538,0.0008587109,0.1269395053,0.0847270340,0.0612596981,0.0646690503,0.0448031984,0.0364385396,0.0195773058,0.0145861227,0.3489368260,0.3489404619,0.0000000000,0.0000000000,0.0000000000,0.0108400853,0.0940592587,0.0901102647,0.0568972081,0.0602867752,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1690719724,0.0005874038,0.0129324645,0.1649376601,0.0006976873,0.0126322443
20:20:56:15.003,61,0.0013968304,0.0000000000,0.2581474781,0.0000000000,0.0000000000,0.1370411813,0.0000000000,0.0014764974,0.0000000000,0.0000000000,0.1708841175,0.0000000000,0.1383832097,0.0000000000,0.0165184010,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0101133147,0.0000000000,0.0131516438,0.0000000000,0.1654566079,0.1164986268,0.0000000000,0.0000000000,0.0623907037,0.0626279637,0.0436607040,0.0481742956,0.0450592786,0.0010831436,0.1215257421,0.0788027048,0.0604739040,0.0639271960,0.0455148034,0.0370410532,0.0193317812,0.0143815884,0.3495988846,0.3496054709,0.0000000000,0.0000000000,0.0000000000,0.0106539158,0.0934996903,0.0896775499,0.0563996248,0.0598141849,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1575291157,-0.0007974803,0.0119065754,0.1538319737,-0.0006867573,0.0115586817
20:20:56:16.001,61,0.0015511387,0.0001961311,0.2515465915,0.0000000000,0.0000000000,0.1375047714,0.0000000000,0.0016309284,0.0013797502,0.0000000000,0.1640478671,0.0000000000,0.1388861835,0.0000000000,0.0165538192,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0099353418,0.0000000000,0.0134067331,0.0000000000,0.1745387614,0.1181916818,0.0000000000,0.0000000000,0.0624010786,0.0626153126,0.0437009670,0.0482066981,0.0451776460,0.0011030840,0.1239066795,0.0790608898,0.0605625361,0.0640552193,0.0455295183,0.0370244198,0.0192356221,0.0142945154,0.3641937077,0.3642028570,0.0000000000,0.0000000000,0.0000000000,0.0107858647,0.0934412181,0.0897518843,0.0563734546,0.0598756447,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1533509493,0.0010144562,0.0117749199,0.1498759091,0.0011258498,0.0115598412
20:20:56:16.015,61,0.0137350000,0.0278868172,0.2340294421,0.0000000000,0.0000000000,0.1365118027,0.0000000000,0.0152752511,0.0291789938,0.0000000000,0.1462691873,0.0000000000,0.1379055679,0.0000000000,0.0166027751,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0098021077,0.0000000000,0.0133435680,0.0000000000,0.1763726324,0.1184083521,0.0000000000,0.0000000000,0.0626438037,0.0628512874,0.0435937792,0.0481832586,0.0454556644,0.0011754845,0.1272875816,0.0807572827,0.0609425902,0.0644802079,0.0453961268,0.0369313993,0.0191760231,0.0142571451,0.3624046743,0.3624241054,0.0000000000,0.0000000000,0.0000000000,0.0109563470,0.0932710916,0.0896721929,0.0565560721,0.0601281375,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1424108148,0.0158638731,0.0122626591,0.1392484456,0.0159776211,0.0130196754
20:20:56:17.006,61,0.0137350000,0.0278868172,0.2340294421,0.0000000000,0.0000000000,0.1365118027,0.0000000000,0.0152752511,0.0291789938,0.0000000000,0.1462691873,0.0000000000,0.1379055679,0.0000000000,0.0166027751,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0098021077,0.0000000000,0.0133435680,0.0000000000,0.1763726324,0.1184083521,0.0000000000,0.0000000000,0.0626438037,0.0628512874,0.0435937792,0.0481832586,0.0454556644,0.0011754845,0.1272875816,0.0807572827,0.0609425902,0.0644802079,0.0453961268,0.0369313993,0.0191760231,0.0142571451,0.3624046743,0.3624241054,0.0000000000,0.0000000000,0.0000000000,0.0109563470,0.0932710916,0.0896721929,0.0565560721,0.0601281375,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1424108148,0.0158638731,0.0122626591,0.1392484456,0.0159776211,0.0130196754
